DIRECCIÓN;ESQUINA;COLONIA;ALCALDIA;BOTON;ALTAVOZ;LONGITUD;LATITUD;geopoint;TIPO DE POSTE;ESTATUS CONECTIVIDAD
AV. INSURGENTES SUR;EJE 6 SUR HOLBEIN;CIUDAD DE LOS DEPORTES;BENITO JUAREZ;CON BOTON;CON ALTAVOZ;-99.176132;19.382942;19.382942,-99.176132;9m;WIFI GRATUITO_ACTIVO
C. CAROLINA;C. MAXIMINO AVILA CAMACHO;CIUDAD DE LOS DEPORTES;BENITO JUAREZ;CON BOTON;CON ALTAVOZ;-99.179514;19.383924;19.383924,-99.179514;9m;WIFI GRATUITO_ACTIVO
C. UNION POSTAL;C. BOLIVAR;POSTAL;BENITO JUAREZ;SIN BOTON;SIN ALTAVOZ;-99.144541;19.391492;19.391492,-99.144541;9m;WIFI GRATUITO_ACTIVO
C. ELEUTERIO MENDEZ;C. SIMON BOLIVAR;SAN SIMON TICUMAC;BENITO JUAREZ;CON BOTON;CON ALTAVOZ;-99.147583;19.374093;19.374093,-99.147583;9m;WIFI GRATUITO_ACTIVO
C. JAVIER SORONDO;AV. RUBEN M. CAMPOS;VILLA DE CORTES;BENITO JUAREZ;CON BOTON;SIN ALTAVOZ;-99.135719;19.387496;19.387496,-99.135719;9m;WIFI GRATUITO_ACTIVO
AV. BOSQUES;AV. LOMAS;LOMAS DE CHAPULTEPEC 4A SECC.;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.204764;19.418004;19.418004,-99.204764;9m;WIFI GRATUITO_ACTIVO
CALZ. MEXICO-TACUBA;CALZ. AZCAPOTZALCO;TACUBA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.188696;19.459593;19.459593,-99.188696;9m;SIN WIFI
AV. MARIANO ESCOBEDO;C. MAR ADRIATICO;POPOTLA;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.181677;19.452413;19.452413,-99.181677;9m;SIN WIFI
C. LAGO GINEBRA;C. PTE. 117 A;POPO;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.199331;19.446342;19.446342,-99.199331;9m;SIN WIFI
AV. SAN JOAQUIN;C. PONIENTE 117;POPO;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.199148;19.44449;19.44449,-99.199148;9m;SIN WIFI
EJE 4 SUR BENJAMIN FRANKLIN;CIRCUITO INTERIOR AV. REVOLUCION;TACUBAYA;MIGUEL HIDALGO;N/A;N/A;-99.18428;19.407616;19.407616,-99.18428;20m;SIN WIFI
AV. PARQUE LIRA;C. GOB. M. MUZQUIZ;SAN MIGUEL CHAPULTEPEC;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.190768;19.410372;19.410372,-99.190768;9m;WIFI GRATUITO_ACTIVO
GRAL. PEDRO ANTONIO DE LOS SANTOS;ENTRE C. GRAL. GOMEZ PEDRAZA Y C. GRAL. ANTONIO LEON;SAN MIGUEL CHAPULTEPEC;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.182003;19.413112;19.413112,-99.182003;9m;WIFI GRATUITO_ACTIVO
AV. JALISCO;C. ANTONIO MASEO;TACUBAYA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.185643;19.40528;19.40528,-99.185643;9m;WIFI GRATUITO_ACTIVO
C. MAR MEDITERRANEO;C. MAR CARIBE;POPOTLA;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.182349;19.458642;19.458642,-99.182349;9m;SIN WIFI
AV. REVOLUCION;C. JOSE MA. VIGIL;TACUBAYA;MIGUEL HIDALGO;N/A;N/A;-99.184921;19.401305;19.401305,-99.184921;20m;SIN WIFI
CIRCUITO INTERIOR AV. PATRIOTISMO;C. 13 DE SEPTIEMBRE;ESCANDON;MIGUEL HIDALGO;N/A;N/A;-99.180483;19.399079;19.399079,-99.180483;20m;SIN WIFI
C. ASTRONOMOS;AV. JOSE MARTI;ESCANDON;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.171826;19.400298;19.400298,-99.171826;9m;WIFI GRATUITO_ACTIVO
EJE 4 SUR BENJAMIN FRANKLIN;C. UNION;ESCANDON;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.173564;19.404128;19.404128,-99.173564;9m;WIFI GRATUITO_ACTIVO
C. SIERRA TEZONCO;C. SIERRA TARAHUMARA;LOMAS DE REFORMA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.222315;19.414495;19.414495,-99.222315;9m;WIFI GRATUITO_ACTIVO
AV. PASEO DE LAS PALMAS;C. COFRE DE PEROTE;LOMAS DE BARRILACO;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.221978;19.425946;19.425946,-99.221978;9m;WIFI GRATUITO_ACTIVO
PASEO DE LAS PALMAS;C. MONTE DEL SINAI;LOMAS DE CHAPULTEPEC;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.215942;19.428999;19.428999,-99.215942;9m;WIFI GRATUITO_ACTIVO
C. MONTES URALES;AV. VOLCAN;LOMAS DE CHAPULTEPEC 3a. SECCION;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.207588;19.428999;19.428999,-99.207588;9m;WIFI GRATUITO_ACTIVO
C. SIERRA VERTIENTES;C. COFRE DE PEROTE;MIGUEL HIDALGO;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.225709;19.423664;19.423664,-99.225709;9m;WIFI GRATUITO_ACTIVO
AV. MOLIERE;AV. PRESIDENTE MASARYK;POLANCO REFORMA;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.201886;19.432205;19.432205,-99.201886;9m;WIFI GRATUITO_ACTIVO
C. ARQUIMIDES;AV. HORACIO;POLANCO REFORMA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.190875;19.433419;19.433419,-99.190875;9m;WIFI GRATUITO_ACTIVO
C. GOLFO DE BENGALA;CASI ESQUINA CON C. GOLFO DE MEXICO;TACUBA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.187454;19.457353;19.457353,-99.187454;9m;WIFI GRATUITO_ACTIVO
AV. EMILIO CASTELAR;C. EDGAR ALLAN POE;POLANCO CHAPULTEPEC;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.200045;19.430309;19.430309,-99.200045;9m;WIFI GRATUITO_ACTIVO
C. EJERCITO NACIONAL;BLVD. M. AVILA CAMACHO;IRRIGACION;MIGUEL HIDALGO;N/A;N/A;-99.213945;19.438834;19.438834,-99.213945;20m;SIN WIFI
C. PLAN DE GUADALUPE;C. PLAN DE GUADALUPE;NEXTITLA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.172179;19.454495;19.454495,-99.172179;9m;WIFI GRATUITO_ACTIVO
AV. PRESIDENTE MASARYK;C. FCO. PETRARCA;CHAPULTEPEC MORALES;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.185748;19.431364;19.431364,-99.185748;9m;SIN WIFI
CALZ. LEGARIA;CALZ. SANTA CRUZ CACALCO;DEPORTIVO PENSIL;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.202256;19.450712;19.450712,-99.202256;9m;WIFI GRATUITO_ACTIVO
AV. EJERCITO NACIONAL;C. LAGO VICTORIA;GRANADA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.193729;19.438124;19.438124,-99.193729;9m;SIN WIFI
C. LAGO PATZCUARO;AV. MARINA NACIONAL;VERONICA ANZURES;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.172828;19.438046;19.438046,-99.172828;9m;WIFI GRATUITO_ACTIVO
C. COLEGIO SALECIANO;C. LAGUNA SAN CRISTOBAL;ANAHUAC 1a SECC;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.17736;19.444711;19.444711,-99.17736;9m;SIN WIFI
C. LAGO BOLSENA;C. LAGO MAYOR;LOS MANZANOS;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.185974;19.445859;19.445859,-99.185974;9m;WIFI GRATUITO_ACTIVO
C. HOMERO;AV. F.C. DE CUERNAVACA;LOS MORALES SECC. PALMAS;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.206674;19.43626;19.43626,-99.206674;9m;WIFI GRATUITO_ACTIVO
C. PRESA LAS VIRGENES;C. PRESA FALCON;IRRIGACION;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.205026;19.444574;19.444574,-99.205026;9m;WIFI GRATUITO_ACTIVO
C. GUTEMBERG;C. LEIBNITZ;ANZURES;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.179147;19.431732;19.431732,-99.179147;9m;SIN WIFI
AV. EJERCITO NACIONAL MEXICANO;C. BAHIA DE LA CONCEPCION;VERONICA ANZURES;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.173785;19.433237;19.433237,-99.173785;9m;WIFI GRATUITO_ACTIVO
CALZ. MARIANO ESCOBEDO;C. DARWIN;ANZURES;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.179934;19.428902;19.428902,-99.179934;9m;WIFI GRATUITO_ACTIVO
C. MOLINOS BEZARES;C. COLINA;LOMAS DE BEZAREZ;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.243497;19.388269;19.388269,-99.243497;9m;WIFI GRATUITO_ACTIVO
C. LAGO MUSTERS;CALZ. MEXICO TACUBA;ARGENTINA ANTIGUA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.204489;19.457163;19.457163,-99.204489;9m;WIFI GRATUITO_ACTIVO
CALZ. MEXICO - TACUBA;CALZ. SAN BARTOLO NAUCALPAN;ARGENTINA PONIENTE;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.201556;19.458242;19.458242,-99.201556;9m;WIFI GRATUITO_ACTIVO
C. LAGO BUENOS AIRES;C. LAGO VALENCIA;ARGENTINA ANTIGUA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.203202;19.456143;19.456143,-99.203202;9m;WIFI GRATUITO_ACTIVO
AV. RIO SAN JOAQUIN;C. LAGO NARGIS;GRANADA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.186757;19.438846;19.438846,-99.186757;9m;WIFI GRATUITO_ACTIVO
C. SAN JOAQUIN;C. LAGO MUSTERS;ARGENTINA ANTIGUA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.204847;19.4539;19.4539,-99.204847;9m;WIFI GRATUITO_ACTIVO
CALLE 7;RET.1 CALLE 7;LOMAS DE SOTELO;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.215378;19.449017;19.449017,-99.215378;9m;WIFI GRATUITO_ACTIVO
C. LAGUNA DE MAYRAN;C. LAGO DE PATZCUARO;ANAHUAC;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.172507;19.440206;19.440206,-99.172507;9m;WIFI GRATUITO_ACTIVO
C. JOAQUIN FERNANDEZ DE LIZARDI;BLVR. MANUEL AVILA CAMACHO;PERIODISTA;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.219901;19.447177;19.447177,-99.219901;9m;WIFI GRATUITO_ACTIVO
AV. RODOLFO GAONA;ENTRE CALZ. INGENIEROS MILITARES Y C. A. VELAZQUEZ MARTINEZ;PERIODISTA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.218461;19.452999;19.452999,-99.218461;9m;SIN WIFI
AV. HORACIO;C. SOFOCLES;DE LOS MORALES;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.204833;19.434895;19.434895,-99.204833;9m;WIFI GRATUITO_ACTIVO
C. LAGO BOLSENA;AV. MARINA NACIONAL;ANAHUAC;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.179914;19.445097;19.445097,-99.179914;9m;SIN WIFI
C. LAGO CHAPALA;C. LAGUNA DE SAN CRISTOBAL;ANAHUAC;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.175188;19.444487;19.444487,-99.175188;9m;WIFI GRATUITO_ACTIVO
C. LAGUNA DE TERMINOS;C. LAGO ZIRAHUEN;ANAHUAC;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.173233;19.442194;19.442194,-99.173233;9m;WIFI GRATUITO_ACTIVO
C. LAGO XOCHIMILCO;ENTRE C. LAGUNA DE SAN CRISTOBAL Y C. LAGUNA DE TAMIAHUA;ANAHUAC;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.178401;19.445127;19.445127,-99.178401;9m;SIN WIFI
RIO BECERRA;MARTIRES DE TACUBAYA;TACUBAYA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.187556;19.396858;19.396858,-99.187556;9m;WIFI GRATUITO_ACTIVO
AV. JALISCO;C. MARTIRES DE LA CONQUISTA;TACUBAYA;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.188228;19.400671;19.400671,-99.188228;9m;WIFI GRATUITO_ACTIVO
C. ARQ. CARLOS LAZO;ENTRE C. GAVIOTA Y C. E. CASTELLANOS;TACUBAYA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.189308;19.402212;19.402212,-99.189308;9m;WIFI GRATUITO_ACTIVO
AVENIDA JALISCO;C. GORRION;TACUBAYA;MIGUEL HIDALGO;N/A;N/A;-99.189882;19.397985;19.397985,-99.189882;20m;SIN WIFI
C. LAGO TANA;CALZ. MEXICO-TACUBA;HUICHAPAN;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.197184;19.459006;19.459006,-99.197184;9m;WIFI GRATUITO_ACTIVO
C. LAGO GASCASONICA;CDA. LAGO GASCASONICA;HUICHAPAN;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.1945;19.461241;19.461241,-99.1945;9m;SIN WIFI
C. CORONEL PEDRO LETECHIPIA;AV. OBSERVATORIO;DANIEL GARZA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.198297;19.402973;19.402973,-99.198297;9m;WIFI GRATUITO_ACTIVO
AV. CAMPOS ELISEOS;C. LA MARTINE;BOSQUE DE CHAPULTEPEC;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.189966;19.429308;19.429308,-99.189966;9m;WIFI GRATUITO_ACTIVO
CALZ. DE LOS GALLOS;C. FAUSTO NIETO;NEXTITLA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.171114;19.457098;19.457098,-99.171114;9m;SIN WIFI
C. DIAZ MIRON;C. PLAN DE SAN LUIS;SANTO TOMAS;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.168926;19.450765;19.450765,-99.168926;9m;WIFI GRATUITO_ACTIVO
AV. HOMERO;AV. MOLIERE;LOS MORALES SECC. PALMAS;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.201386;19.436028;19.436028,-99.201386;9m;SIN WIFI
AV. HOMERO;C. ARQUIMEDES;POLANCO REFORMA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.190745;19.435633;19.435633,-99.190745;9m;WIFI GRATUITO_ACTIVO
C. LAGO IZABA;C. LAGO AULLAGAS;TORRE BLANCA;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.19848;19.456991;19.456991,-99.19848;9m;SIN WIFI
C. MAR OKHOTSK;ENTRE CALZ. MEXICO-TACUBA Y C. MAR MEDITERRANEO;TACUBA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.18699;19.459369;19.459369,-99.18699;9m;WIFI GRATUITO_ACTIVO
CALZ. MEXICO-TACUBA;ENTRE C. LAGO ESCLAVOS Y PRIV. MEXICO TACUBA;SAN DIEGO OCOYOACAC;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.192164;19.459761;19.459761,-99.192164;9m;SIN WIFI
C. 3ER. ANILLO DE CIRCUNVALACION;ENTRE C. SAN CRISTOBAL DE LAS CASAS Y 2DO. RET. 3ER. ANILLO DE CIRCUNVALACION;LOMAS DE SOTELO;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.213664;19.449453;19.449453,-99.213664;9m;WIFI GRATUITO_ACTIVO
ANDADOR;ENTRE AV. PASEO DE LA REFORMA Y CALZ. MAHATMA GANDHI;BOSQUE DE CHAPULTEPEC SECCION I;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.185075;19.425806;19.425806,-99.185075;9m;SIN WIFI
C. RIO SAN JOAQUIN;LOMAS DE SOTELO;LOMAS DE SOTELO;MIGUEL HIDALGO;N/A;N/A;-99.211264;19.450016;19.450016,-99.211264;20m;SIN WIFI
C. LAGO WINNIPEG;C. FELIPE CARRILLO PUERTO;TACUBA;MIGUEL HIDALGO;SIN BOTON;CON ALTAVOZ;-99.192576;19.453552;19.453552,-99.192576;9m;WIFI GRATUITO_ACTIVO
C. MANUEL CARPIO;CIRCUITO INTERIOR INSTITUTO TEC. INDUSTRIAL;AGRICULTURA;MIGUEL HIDALGO;N/A;N/A;-99.164411;19.451818;19.451818,-99.164411;20m;SIN WIFI
AV. OBSERVATORIO;C. SUR 128;16 DE SEPTIEMBRE;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.202248;19.401514;19.401514,-99.202248;9m;SIN WIFI
CAMINO DE LOS TOROS;CORONEL AMADO CAMACHO;DANIEL GARZA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.200662;19.405095;19.405095,-99.200662;9m;WIFI GRATUITO_ACTIVO
C. SUR 134;C. PONIENTE 75 B;16 DE SEPTIEMBRE;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.204468;19.401802;19.401802,-99.204468;9m;SIN WIFI
C. SUR 128;C. PONIENTE 73;16 DE SEPTIEMBRE;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.202381;19.404479;19.404479,-99.202381;9m;WIFI GRATUITO_ACTIVO
AV. CONSTITUYENTES;ENTRE BLVR. ADOLFO LOPEZ MATEOS Y 1A. PRIV. CONSTITUYENTES;DANIEL GARZA;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.200798;19.407188;19.407188,-99.200798;9m;WIFI GRATUITO_ACTIVO
C. BOSQUE DE SAUCES;C. BOSQUE DE AZALEAS;BOSQUES DE LAS LOMAS;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.248974;19.400905;19.400905,-99.248974;9m;WIFI GRATUITO_ACTIVO
C. BOSQUES DE REFORMA;C. BOSQUES DE MANGOS;BOSQUES DE LAS LOMAS;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.242875;19.40498;19.40498,-99.242875;9m;WIFI GRATUITO_ACTIVO
C. BOSQUES DE CAFETOS;C. BOSQUE DE HAYAS;BOSQUES DE LAS LOMAS;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.23951;19.403584;19.403584,-99.23951;9m;WIFI GRATUITO_ACTIVO
C. BOSQUE DE CHIHUAHUA;C. BOSQUE DE CIPRESES NORTE;BOSQUES DE LAS LOMAS;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.235868;19.407438;19.407438,-99.235868;9m;SIN WIFI
C. PASEO DE LOS AHUEHUETES NORTE;C. BOSQUE DE ACACIAS;BOSQUES DE LAS LOMAS;MIGUEL HIDALGO;CON BOTON;CON ALTAVOZ;-99.233553;19.413397;19.413397,-99.233553;9m;WIFI GRATUITO_ACTIVO
AV. CERRO DEL AGUA;C. CERRO TESORO;ROMERO DE TERREROS;COYOACAN;SIN BOTON;CON ALTAVOZ;-99.173486;19.339602;19.339602,-99.173486;9m;WIFI GRATUITO_ACTIVO
C. MELCHOR OCAMPO;C. LERDO DE TEJADA;DEL CARMEN;COYOACAN;CON BOTON;CON ALTAVOZ;-99.168512;19.353741;19.353741,-99.168512;9m;WIFI GRATUITO_ACTIVO
C. IGNACIO ALLENDE;C. LONDRES;EL CARMEN;COYOACAN;CON BOTON;CON ALTAVOZ;-99.162638;19.354939;19.354939,-99.162638;9m;WIFI GRATUITO_ACTIVO
C. MADRID;C. VICENTE GUERRERO;DEL CARMEN;COYOACAN;CON BOTON;CON ALTAVOZ;-99.166115;19.356888;19.356888,-99.166115;9m;WIFI GRATUITO_ACTIVO
C. AYUNTAMIENTO;C. BELISARIO DOMINGUEZ;DEL CARMEN;COYOACAN;CON BOTON;CON ALTAVOZ;-99.167996;19.351753;19.351753,-99.167996;9m;WIFI GRATUITO_ACTIVO
C. CERRO QUINCEO (C. CERRO MEZONTEPEC);C. CERRO MEZONTEPEC;CAMPESTRE CHURUBUSCO;COYOACAN;CON BOTON;CON ALTAVOZ;-99.130182;19.346328;19.346328,-99.130182;9m;WIFI GRATUITO_ACTIVO
AV. AMERICA;AV. DIVISION DEL NORTE;PARQUE SAN ANDRES;COYOACAN;CON BOTON;CON ALTAVOZ;-99.149825;19.345421;19.345421,-99.149825;9m;WIFI GRATUITO_ACTIVO
CALZADA IGNACIO ZARAGOZA;C. JOSE PEON DEL VALLE;Z.U. STA. MARTHA ACATITLA NORTE;IZTAPALAPA;N/A;N/A;-99.021302;19.376122;19.376122,-99.021302;20m;SIN WIFI
C. PROL. TECLA;C. MAYAS;RINCONADA DE LOS REYES;COYOACAN;CON BOTON;CON ALTAVOZ;-99.156123;19.332351;19.332351,-99.156123;9m;WIFI GRATUITO_ACTIVO
AV. ROSA MARIA SEQUEIRA;AV. MANUELA SAENZ;CTM CULHUACAN SECC. X;COYOACAN;CON BOTON;CON ALTAVOZ;-99.11889;19.324136;19.324136,-99.11889;9m;WIFI GRATUITO_ACTIVO
CALZ. LA VIRGEN  (ROSA MARIA SEQUERA);ENTRE ROSA MARIA SEQUEIRA Y MANUEL CAÑIZALES  FRENTE AL  EDIF. 166;U. H. SAN FRANCISCO CULHUACAN;COYOACAN;CON BOTON;CON ALTAVOZ;-99.121504;19.320764;19.320764,-99.121504;9m;SIN WIFI
AV. FRANCISCO SOSA;C. TRES CRUCES;BARRIO SANTA CATARINA;COYOACAN;CON BOTON;CON ALTAVOZ;-99.164346;19.349163;19.349163,-99.164346;9m;WIFI GRATUITO_ACTIVO
AV. PROGRESO;AV. UNIVERSIDAD;BARRIO SANTA CATARINA;COYOACAN;SIN BOTON;SIN ALTAVOZ;-99.177412;19.351789;19.351789,-99.177412;9m;SIN WIFI
AV. TAXQUEÑA;C. PASEOS DE LOS ABETOS;PASEOS DE TAXQUEÑA;COYOACAN;CON BOTON;CON ALTAVOZ;-99.129815;19.339585;19.339585,-99.129815;9m;WIFI GRATUITO_ACTIVO
CALZADA DE TLALPAN;C. CICLISTAS;COUNTRY CLUB;COYOACAN;N/A;N/A;-99.144727;19.353318;19.353318,-99.144727;20m;SIN WIFI
C. REY TEPALCATZIN;C. MIXTECAS;AJUSCO;COYOACAN;CON BOTON;CON ALTAVOZ;-99.160721;19.319547;19.319547,-99.160721;9m;WIFI GRATUITO_ACTIVO
C. ABASOLO;AV. MIGUEL HIDALGO;DEL CARMEN;COYOACAN;CON BOTON;CON ALTAVOZ;-99.160024;19.349799;19.349799,-99.160024;9m;WIFI GRATUITO_ACTIVO
C. AVANDARO (S/N);AV. BORDO;FRACC. VERGEL TLALPAN;TLALPAN;CON BOTON;CON ALTAVOZ;-99.138496;19.303907;19.303907,-99.138496;9m;WIFI GRATUITO_ACTIVO
C. ELVIRA VARGAS;C. ROSARIO CASTELLANOS;CULHUACAN CTM IX-A;COYOACAN;CON BOTON;CON ALTAVOZ;-99.103758;19.31172;19.31172,-99.103758;9m;SIN WIFI
CALZADA DE TLALPAN;CALLE 4;ESPARTARCO;COYOACAN;SIN BOTON;CON ALTAVOZ;-99.137776;19.319153;19.319153,-99.137776;9m;WIFI GRATUITO_ACTIVO
C. CANDELARIA PEREZ;C. MARIA DEL MAR;EX EJIDO SAN PABLO TEPETLAPA;COYOACAN;CON BOTON;CON ALTAVOZ;-99.100459;19.318419;19.318419,-99.100459;9m;SIN WIFI
C. NARANJALES;CALZADA DE LAS BOMBAS;ALIANZA POPULAR REVOLUCIONARIA;COYOACAN;SIN BOTON;CON ALTAVOZ;-99.11995;19.311642;19.311642,-99.11995;9m;WIFI GRATUITO_ACTIVO
EJE 3 OTE. AV. CAFETALES;C. RANCHO VISTA HERMOSA;HACIENDA DE COYOACAN;COYOACAN;CON BOTON;CON ALTAVOZ;-99.112073;19.305886;19.305886,-99.112073;9m;WIFI GRATUITO_ACTIVO
AV. SANTA ANA;ENTRE RETORNO 23 Y RETORNO 24;AVANTE;COYOACAN;CON BOTON;CON ALTAVOZ;-99.133729;19.330128;19.330128,-99.133729;9m;WIFI GRATUITO_ACTIVO
C. 5 DE MAYO;C. 2 DE ABRIL;BARRIO SAN FRANCISCO CULHUACAN;COYOACAN;CON BOTON;CON ALTAVOZ;-99.117359;19.335679;19.335679,-99.117359;9m;WIFI GRATUITO_ACTIVO
CALZ. TAXQUEÑA;C. CERRO DE LA ESTRELLA;CAMPESTRE CHURUBUSCO;COYOACAN;CON BOTON;CON ALTAVOZ;-99.134833;19.340809;19.340809,-99.134833;9m;WIFI GRATUITO_ACTIVO
C. B MZ. III;AV. E. CASTELLANOS QUINTO;EDUCACION;COYOACAN;CON BOTON;CON ALTAVOZ;-99.130296;19.334631;19.334631,-99.130296;9m;WIFI GRATUITO_ACTIVO
C. CERRO DE LAS TORRES;C. CERRO GORDO;CAMPESTRE CHURUBUSCO;COYOACAN;SIN BOTON;CON ALTAVOZ;-99.132605;19.347453;19.347453,-99.132605;9m;WIFI GRATUITO_ACTIVO
AV. PASEO DE LOS JARDINES;PASEO DE LA HACIENDA;PASEOS DE TASQUEÑA;COYOACAN;CON BOTON;CON ALTAVOZ;-99.12648;19.345851;19.345851,-99.12648;9m;WIFI GRATUITO_ACTIVO
C. OSA MENOR;C. PEGASO;PRADO CHURUBUSCO;COYOACAN;CON BOTON;CON ALTAVOZ;-99.125722;19.353486;19.353486,-99.125722;9m;WIFI GRATUITO_ACTIVO
C. OSA MAYOR;C. CRUZ DEL SUR;PRADOS CHURUBUSCO;COYOACAN;SIN BOTON;CON ALTAVOZ;-99.127715;19.355729;19.355729,-99.127715;9m;WIFI GRATUITO_ACTIVO
AVENIDA UNIVERSIDAD;AVENIDA MIGUEL A. DE QUEVEDO;U.H ISSSTE UNIVERSIDAD;COYOACAN;CON BOTON;CON ALTAVOZ;-99.180653;19.346228;19.346228,-99.180653;9m;WIFI GRATUITO_ACTIVO
C. PASEO DE LA HACIENDA;EJE 2 OTE. H. ESCUELA NAVAL MILITAR;PASEOS DE TAXQUEÑA;COYOACAN;SIN BOTON;CON ALTAVOZ;-99.120652;19.345775;19.345775,-99.120652;9m;WIFI GRATUITO_ACTIVO
EJE 3 OTE. AV. CARLOTA ARMERO;C. CAFETALES;U. H. CTM. CULHUACAN SECC. V;COYOACAN;SIN BOTON;CON ALTAVOZ;-99.113253;19.332925;19.332925,-99.113253;9m;SIN WIFI
EJE 1 OTE. AV. CANAL DE MIRAMONTES;C. CERRO DE JESUS;COUNTRY CLUB;COYOACAN;CON BOTON;CON ALTAVOZ;-99.137369;19.345362;19.345362,-99.137369;9m;WIFI GRATUITO_ACTIVO
CALZADA I. ZARAGOZA;C. GUELATAO;UNID. HAB. EJERCITO DE ORIENTE;IZTAPALAPA;N/A;N/A;-99.036988;19.385645;19.385645,-99.036988;20m;SIN WIFI
